"ISO3V10","Country","EPI_regions","GEO_subregion","Population2005","GDP_capita.MRYA","landlock","landarea","density","EPI","ENVHEALTH","ECOSYSTEM","ENVHEALTH.1","AIR_E","WATER_E","BIODIVERSITY","PRODUCTIVE_NATURAL_RESOURCES","CLIMATE","DALY_SC","WATER_H","AIR_H","AIR_E.1","WATER_E.1","BIODIVERSITY.1","FOREST","FISH","AGRICULTURE","CLIMATE.1","ACSAT_pt","WATSUP_pt","DALY_pt","INDOOR_pt","PM10_pt","OZONE_H_pt","SO2_pt","OZONE_E_pt","WATQI_pt","WATSTR_pt","WATQI_GEMS.station.data","FORGRO_pt","CRI_pt","EFFCON_pt","AZE_pt","MPAEEZ_pt","EEZTD_pt","MTI_pt","IRRSTR_pt","AGINT_pt","AGSUB_pt","BURNED_pt","PEST_pt","GHGCAP_pt","CO2IND_pt","CO2KWH_pt","ACSAT","WATSUP","DALY","INDOOR","PM10","OZONE_H","SO2","OZONE_E","WATQI","WATQI_GEMS.station.data.1","WATSTR","FORGRO","CRI","EFFCON","AZE","MPAEEZ","EEZTD","MTI","IRRSTR","AGINT","AGSUB","BURNED","PEST","GHGCAP","CO2IND","CO2KWH"
"TWN","Taiwan","East Asia and the Pacific","Northeast Asia",NA,29600,0,36222.7,74.5,80.8,96.6,65.1,96.6,49.8,71.1,66.7,61.2,65.5,99.8,100,86.6,49.8,71.1,66.7,NA,59.6,62.8,65.5,100,100,99.8,100,66.6,99.8,0,99.7,42.3,66.3,NA,NA,100,100,NA,0,19.2,100,100,100,13.9,100,0,82.3,82.5,31.9,100,100,0.1,0,59.7,3.5,48.3,1.36357e+06,65.3,NA,0,NA,0.5,10,NA,0,0.8084,0.0043,0,0,40.2,0,0,11.4,2,632
"TZA","Tanzania","Sub-Saharan Africa","Southern Africa",38328.8,649.5,0,891022,6,63.9,52.2,75.6,52.2,99.3,68,87.2,72.7,72.8,53.1,36.7,65.7,99.3,68,87.2,73.3,79.1,65.8,72.8,38,35.5,53.1,21.6,93,99.6,99.6,98.9,48,95.6,48,73.3,100,92.8,88.9,14,83.3,74.9,77.4,99.9,100,33.5,18.2,97.5,86.3,34.6,47,62,26,74.5,28.3,7.7,0.2,4.57914e+06,68.7,68.7,10.8,0.9,0.5,9.3,88.9,1.4,0.1675,-0.0049,19.2,0.1,0,9,4,3.5,1.8,607
"UGA","Uganda","Sub-Saharan Africa","Eastern Africa",28816.2,1312.8,1,207069,36.2,61.6,41.6,81.6,41.6,99,63.3,78.9,53.4,94.5,36.9,32.7,59.9,99,63.3,78.9,52.4,NA,54.4,94.5,33.3,32.1,36.9,0,100,99.4,99.3,98.8,28,69.2,28,52.4,99.9,87,50,100,NA,NA,100,49.5,98.1,20,4.5,100,100,83.6,43,60,35,95,16.5,10.7,0.3,5.10167e+06,56.7,56.7,1.4,0.9,0.5,8.7,50,10,NA,NA,0,31.9,0.9,10.9,1,1.6,0.8,151.7
"UKR","Ukraine","Central and Eastern Europ","Eastern Europe",46480.7,6605.2,0,588417,6.8,74.1,97,51.2,97,96.9,52.5,8.5,77.7,51.1,99.5,94.3,94.8,96.9,52.5,8.5,100,77.7,55.3,51.1,95.3,93.2,99.5,93.2,93.8,100,93.8,100,31.7,93.9,NA,100,9.7,5.5,NA,16,77,78.4,84.4,1.5,100,17.8,72.7,87.2,0,66.1,96,96,0.3,6.5,27.3,0.1,2.6,73695.8,58.9,NA,24.2,1.1,0,0.5,NA,1.6,0.23,-0.0042,13.2,62.3,0,11.2,16,8.9,9.3,314
"URY","Uruguay","Latin America and Caribbe","South America",3463.2,9897.8,0,174048,2.8,82.3,88.9,75.6,88.9,99.6,90.3,0.4,85.4,88.5,98.2,100,59.4,99.6,90.3,0.4,100,67.6,88.6,88.5,100,100,98.2,94.7,3.9,99.5,99.3,99.9,80.5,82.5,80.5,100,1,0.2,NA,0,35.2,100,100,100,89.7,99,54.5,76.6,100,88.9,100,100,1,5,134.2,8.6,0.3,514102,88.3,88.3,0,1.1,0,0,NA,0,0.6478,0.0038,0,0,4.8,0.1,12,14.4,0.8,103
"USA","United States","North America","North America",298213,38165.3,0,9.21075e+06,4.3,81,98.5,63.5,98.5,44,73.1,65.3,83.5,56.1,99.6,100,94.8,44,73.1,65.3,100,72.4,77.9,56.1,100,100,99.6,94.7,97.8,89.2,88,0,69.7,98.1,69.7,100,74.7,84.9,58.3,38,75.1,69.7,77.5,73.4,65.7,86.6,86.4,56.3,73.7,38.2,100,100,0.2,5,22.6,200.8,5.1,9.40242e+08,81.8,81.8,21.3,1,0.4,8.5,58.3,3.8,0.2485,-0.0059,19.1,16.8,16,1.8,19,24.9,2.6,573
"UZB","Uzbekistan","Central and Eastern Europ","Central Asia",26593.1,1942.4,1,412711,12.4,65,78.2,51.7,78.2,97.9,48.1,23.9,83.6,46.9,98.2,65.4,51,97.9,48.1,23.9,100,NA,67.2,46.9,61.4,69.4,98.2,24.2,53.3,100,95.8,99.9,42.8,100,NA,100,36.2,11.6,NA,100,NA,NA,75.2,66.8,100,93.9,0,88.5,0,52.2,67,82,1,72,75.5,0.7,1.8,262351,65.6,NA,42.1,1.3,0.2,1.2,NA,10,NA,NA,21.1,21,0,0.8,0,8.2,14.5,443
"VEN","Venezuela","Latin America and Caribbe","South America",26749.1,6485.3,0,911836,4.2,80,88.5,71.6,88.5,97.5,69.5,74.9,72.8,68.4,94.6,66.9,97.8,97.5,69.5,74.9,87.7,74.7,55.9,68.4,62.6,71.1,94.6,94.7,100,99.5,96.1,99,49.6,100,NA,87.7,100,91.5,55.6,32,68.4,81,75,98.6,0.5,91.6,13.6,78.4,50.9,75.7,68,83,3,5,6.8,8.5,1.7,4.29817e+06,69.7,NA,9.7,1,0.5,9.1,55.6,3.2,0.3161,-0.0037,21.3,0.9,46.4,1.1,3,13.4,4.2,225
"VNM","Viet Nam","East Asia and the Pacific","South East Asia",84238.2,2924.8,0,328820,42.4,73.9,76.3,71.5,76.3,94.9,87.6,28.4,80,74.7,92.8,64.5,55.3,94.9,87.6,28.4,100,53.2,86.7,74.7,54.4,74.5,92.8,26.7,62,98.8,98.1,91.6,78.5,42.6,78.5,100,28.5,25.7,58.3,1,6.5,100,100,81.4,63.6,97.9,90.9,98.8,69.2,56.2,61,85,4,69.6,65.2,22.1,0.8,3.4337e+07,87.1,87.1,3,1.1,0.1,2.6,58.3,0.1,0.9353,0,0,11.8,17,0.3,20,2.9,3,406
"YEM","Yemen","Middle East and North Africa","Arabian Peninsula",20974.7,857.7,0,415203,12,49.7,48.2,51.2,48.2,98.3,19.2,0.8,84.7,61.1,47.7,38.7,58.7,98.3,19.2,0.8,100,83.3,70.9,61.1,33.3,44,47.7,56.2,40.4,100,96.6,100,0,100,NA,100,0.3,0.1,NA,2,66.7,100,0,72.6,100,90.9,90.9,100,74.6,8.9,43,67,29,41.6,90.8,0,1.4,0,39.9,NA,55.9,1,0,0,NA,0.2,0.3331,0.0009,95.5,17.3,0,1.2,20,1.7,2.6,845.5
"ZAF","South Africa","Sub-Saharan Africa","Southern Africa",47431.8,10337.8,0,1.21764e+06,6.3,69,81.8,56.2,81.8,90.4,41.7,44.8,86.6,51.4,83.8,69.3,90.2,90.4,41.7,44.8,100,85.2,74.7,51.4,59.1,79.6,83.8,81.2,94.8,98.9,84.9,95.8,44,43,44,100,77,43.3,50,4,70.5,100,56,92.4,100,61.4,63.6,86.4,59.1,8.6,65,88,9,17.9,26.1,20.3,6.4,1.7102e+07,66.3,66.3,54.8,1,0.4,4.3,50,0.4,0.2952,0.0137,37.4,4.8,0,5.3,14,9.3,3.6,848
"ZMB","Zambia","Sub-Saharan Africa","Southern Africa",11668.5,949.1,1,745318,1,55.1,30.8,79.4,30.8,65.3,64.6,99.9,73,81,24.3,38,36.8,65.3,64.6,99.9,77.9,NA,68.2,81,47.4,28.7,24.3,8.1,67.9,31.9,96.7,33.9,29.4,99.5,NA,77.9,100,99.7,NA,100,NA,NA,100,99.9,100,0,40.9,81.2,62.6,99.3,55,58,42,87.3,58.2,1261.2,1.4,2.71204e+08,57.5,NA,0.1,0.9,0.5,10,NA,10,NA,NA,0,0.1,0,14.3,9,12,3.4,6.8
"ZWE","Zimbabwe","Sub-Saharan Africa","Southern Africa",13009.5,1738.6,1,389053,0.5,69.3,67.8,70.8,67.8,94.4,53.4,91.1,68.7,68.1,74.8,56.4,65.3,94.4,53.4,91.1,64.4,NA,73,68.1,45,67.7,74.8,24.6,93,91.1,98.9,89.8,29.4,81.9,NA,64.4,100,98.3,75,100,NA,NA,98.3,99.6,100,67.2,0,96.8,69.3,38.3,53,81,14,71.6,28.3,165.6,0.4,4.19369e+07,57.5,NA,20.4,0.9,0.5,9.8,75,10,NA,NA,1.4,0.3,0,4.5,0,3.9,3,572.3
